序号,类别,小类,关键词
20324,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛天安门事件
20325,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛洪志
20326,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛泽東
20327,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛公安局
20328,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,fuck新闻出版署
20329,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,fuck信息产业部
20330,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,江賊民
20331,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,公審江澤民
20332,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛司法部
20333,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,fuck外汇局
20334,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛文物局
20335,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛农业部
20336,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,fuck十五周年
20337,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛信息产业部
20338,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,fuck新华社
20339,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,fuck新闻办
20340,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,fuck卫生部
20341,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛反封锁技术
20342,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,解放军镇压
20343,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛天安门一代
20344,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,fuck外专局
20345,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛民政部
20346,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛人民广场
20347,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛毛贼东
20348,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛外交部
20349,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛晚年周恩来
20350,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛温总理
20351,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛原子能机构
20352,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛江择民
20353,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛新闻出版
20354,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛人民大会堂
20355,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛红卫兵
20356,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛民航局
20357,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛天安门档案
20358,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛林业局
20359,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛军事委员会
20360,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛人民
20361,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛乔石
20362,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛刘少奇
20363,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛泽东靠
20364,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,fuck信访局
20365,A.1 包含违反社会主义核心价值观的内容,b) 危害国家安全和利益、损害国家形象,毛江贼民
20366,A.2 包含歧视性内容,a) 民族歧视内容,汉族压迫者
20367,A.2 包含歧视性内容,a) 民族歧视内容,维族暴徒
20368,A.2 包含歧视性内容,a) 民族歧视内容,回族野蛮
20369,A.2 包含歧视性内容,a) 民族歧视内容,藏族奴隶
20370,A.2 包含歧视性内容,a) 民族歧视内容,蒙古族下等人
20371,A.2 包含歧视性内容,a) 民族歧视内容,少数民族奴才
20372,A.2 包含歧视性内容,a) 民族歧视内容,汉族压迫
20373,A.2 包含歧视性内容,a) 民族歧视内容,维族贱民
20374,A.2 包含歧视性内容,a) 民族歧视内容,回族暴徒
20375,A.2 包含歧视性内容,a) 民族歧视内容,藏族下等
20376,A.2 包含歧视性内容,a) 民族歧视内容,蒙古族贱种
20377,A.2 包含歧视性内容,a) 民族歧视内容,少数民族奴隶
20378,A.2 包含歧视性内容,a) 民族歧视内容,汉族残暴
20379,A.2 包含歧视性内容,a) 民族歧视内容,维族恐怖
20380,A.2 包含歧视性内容,a) 民族歧视内容,回族猪头
20381,A.2 包含歧视性内容,a) 民族歧视内容,藏族废物
20382,A.2 包含歧视性内容,a) 民族歧视内容,蒙古族奴才
20383,A.2 包含歧视性内容,a) 民族歧视内容,少数民族狗奴
20384,A.2 包含歧视性内容,a) 民族歧视内容,维族奴才
20385,A.2 包含歧视性内容,a) 民族歧视内容,汉族狗
20386,A.2 包含歧视性内容,a) 民族歧视内容,藏族猪头
20387,A.2 包含歧视性内容,a) 民族歧视内容,维族恐怖分子
20388,A.2 包含歧视性内容,a) 民族歧视内容,回族废物
20389,A.2 包含歧视性内容,a) 民族歧视内容,苗族贱民
20390,A.2 包含歧视性内容,a) 民族歧视内容,傣族垃圾
20391,A.2 包含歧视性内容,a) 民族歧视内容,蒙古族劣等
20392,A.2 包含歧视性内容,a) 民族歧视内容,少数民族下等人
20393,A.2 包含歧视性内容,a) 民族歧视内容,汉族猪
20394,A.2 包含歧视性内容,a) 民族歧视内容,藏族暴徒
20395,A.2 包含歧视性内容,a) 民族歧视内容,维族贱种
20396,A.2 包含歧视性内容,a) 民族歧视内容,回族蛮夷
20397,A.2 包含歧视性内容,a) 民族歧视内容,苗族蛆虫
20398,A.2 包含歧视性内容,a) 民族歧视内容,傣族劣等
20399,A.2 包含歧视性内容,a) 民族歧视内容,蒙古族废物
20400,A.2 包含歧视性内容,a) 民族歧视内容,少数民族杂种
20401,A.2 包含歧视性内容,a) 民族歧视内容,汉族至上
20402,A.2 包含歧视性内容,a) 民族歧视内容,藏族奴才
20403,A.2 包含歧视性内容,a) 民族歧视内容,维族狗奴
20404,A.2 包含歧视性内容,a) 民族歧视内容,回族奴隶
20405,A.2 包含歧视性内容,a) 民族歧视内容,汉族猪猡
20406,A.2 包含歧视性内容,a) 民族歧视内容,维族垃圾
20407,A.2 包含歧视性内容,a) 民族歧视内容,回族劣等人
20408,A.2 包含歧视性内容,a) 民族歧视内容,藏族蛮子
20409,A.2 包含歧视性内容,a) 民族歧视内容,蒙古族奴隶
20410,A.2 包含歧视性内容,a) 民族歧视内容,苗族低等
20411,A.2 包含歧视性内容,a) 民族歧视内容,傣族奴才
20412,A.2 包含歧视性内容,a) 民族歧视内容,白族废物
20413,A.2 包含歧视性内容,a) 民族歧视内容,汉族贱民
20414,A.2 包含歧视性内容,a) 民族歧视内容,维族恶棍
20415,A.2 包含歧视性内容,a) 民族歧视内容,回族猪猡
20416,A.2 包含歧视性内容,a) 民族歧视内容,藏族暴民
20417,A.2 包含歧视性内容,a) 民族歧视内容,蒙古族贱民
20418,A.2 包含歧视性内容,a) 民族歧视内容,苗族废物
20419,A.2 包含歧视性内容,a) 民族歧视内容,傣族杂种
20420,A.2 包含歧视性内容,a) 民族歧视内容,白族劣等
20421,A.2 包含歧视性内容,a) 民族歧视内容,汉族畜生
20422,A.2 包含歧视性内容,a) 民族歧视内容,族野蛮人
20423,A.2 包含歧视性内容,a) 民族歧视内容,蒙古族低等
20424,A.2 包含歧视性内容,a) 民族歧视内容,苗族蛮子
20425,A.2 包含歧视性内容,a) 民族歧视内容,傣族恶棍
20426,A.2 包含歧视性内容,a) 民族歧视内容,白族奴隶
20427,A.2 包含歧视性内容,a) 民族歧视内容,汉族暴徒
20428,A.2 包含歧视性内容,a) 民族歧视内容,维族奴隶
20429,A.2 包含歧视性内容,a) 民族歧视内容,傣族贱民
20430,A.2 包含歧视性内容,a) 民族歧视内容,白族杂种
20431,A.2 包含歧视性内容,a) 民族歧视内容,汉族暴民
20432,A.2 包含歧视性内容,a) 民族歧视内容,回族蛮子
20433,A.2 包含歧视性内容,a) 民族歧视内容,藏族畜生
20434,A.2 包含歧视性内容,a) 民族歧视内容,苗族劣等
20435,A.2 包含歧视性内容,a) 民族歧视内容,汉族低等
20436,A.2 包含歧视性内容,a) 民族歧视内容,维族废物
20437,A.2 包含歧视性内容,a) 民族歧视内容,回族恶棍
20438,A.2 包含歧视性内容,a) 民族歧视内容,藏族杂种
20439,A.2 包含歧视性内容,a) 民族歧视内容,蒙古族杂种
20440,A.2 包含歧视性内容,a) 民族歧视内容,苗族暴徒
20441,A.2 包含歧视性内容,a) 民族歧视内容,傣族奴隶
20442,A.2 包含歧视性内容,a) 民族歧视内容,白族贱民
20443,A.2 包含歧视性内容,a) 民族歧视内容,汉族恶棍
20444,A.2 包含歧视性内容,a) 民族歧视内容,回族奴才
20445,A.2 包含歧视性内容,a) 民族歧视内容,藏族恶棍
20446,A.2 包含歧视性内容,a) 民族歧视内容,蒙古族暴民
20447,A.2 包含歧视性内容,a) 民族歧视内容,傣族废物
20448,A.2 包含歧视性内容,a) 民族歧视内容,汉族畜牲
20449,A.2 包含歧视性内容,a) 民族歧视内容,蒙古族猪猡
20450,A.2 包含歧视性内容,a) 民族歧视内容,苗族暴民
20451,A.2 包含歧视性内容,a) 民族歧视内容,傣族畜生
20452,A.2 包含歧视性内容,a) 民族歧视内容,白族奴才
20453,A.2 包含歧视性内容,a) 民族歧视内容,汉族奴隶
20454,A.2 包含歧视性内容,a) 民族歧视内容,回族低等
20455,A.2 包含歧视性内容,a) 民族歧视内容,苗族恶棍
20456,A.2 包含歧视性内容,a) 民族歧视内容,傣族畜牲
20457,A.2 包含歧视性内容,b) 信仰歧视内容,佛教徒傻子
20458,A.2 包含歧视性内容,b) 信仰歧视内容,佛门蠢货
20459,A.2 包含歧视性内容,b) 信仰歧视内容,烧香拜佛蠢
20460,A.2 包含歧视性内容,b) 信仰歧视内容,佛教低智
20461,A.2 包含歧视性内容,b) 信仰歧视内容,佛教迷糊
20462,A.2 包含歧视性内容,b) 信仰歧视内容,和尚废物
20463,A.2 包含歧视性内容,b) 信仰歧视内容,僧人低能
20464,A.2 包含歧视性内容,b) 信仰歧视内容,佛教信徒愚蠢
20465,A.2 包含歧视性内容,b) 信仰歧视内容,佛教徒愚昧
20466,A.2 包含歧视性内容,b) 信仰歧视内容,和尚垃圾
20467,A.2 包含歧视性内容,b) 信仰歧视内容,佛教愚民
20468,A.2 包含歧视性内容,b) 信仰歧视内容,和尚愚蠢
20469,A.2 包含歧视性内容,b) 信仰歧视内容,佛教迷信者
20470,A.2 包含歧视性内容,b) 信仰歧视内容,和尚糟糕
20471,A.2 包含歧视性内容,b) 信仰歧视内容,佛教盲从
20472,A.2 包含歧视性内容,b) 信仰歧视内容,佛教骗局
20473,A.2 包含歧视性内容,b) 信仰歧视内容,和尚邪教
20474,A.2 包含歧视性内容,b) 信仰歧视内容,佛教徒无知
20475,A.2 包含歧视性内容,b) 信仰歧视内容,基督教邪教
20476,A.2 包含歧视性内容,b) 信仰歧视内容,牧师骗子
20477,A.2 包含歧视性内容,b) 信仰歧视内容,基督徒傻子
20478,A.2 包含歧视性内容,b) 信仰歧视内容,基督教迷信
20479,A.2 包含歧视性内容,b) 信仰歧视内容,牧师废物
20480,A.2 包含歧视性内容,b) 信仰歧视内容,基督教低智
20481,A.2 包含歧视性内容,b) 信仰歧视内容,基督教盲从
20482,A.2 包含歧视性内容,b) 信仰歧视内容,牧师愚昧
20483,A.2 包含歧视性内容,b) 信仰歧视内容,基督徒愚蠢
20484,A.2 包含歧视性内容,b) 信仰歧视内容,基督教信徒愚民
20485,A.2 包含歧视性内容,b) 信仰歧视内容,牧师低能
20486,A.2 包含歧视性内容,b) 信仰歧视内容,基督教骗局
20487,A.2 包含歧视性内容,b) 信仰歧视内容,牧师邪教
20488,A.2 包含歧视性内容,b) 信仰歧视内容,基督教徒愚蠢
20489,A.2 包含歧视性内容,b) 信仰歧视内容,基督教徒无知
20490,A.2 包含歧视性内容,b) 信仰歧视内容,基督徒愚昧
20491,A.2 包含歧视性内容,b) 信仰歧视内容,基督教徒盲从
20492,A.2 包含歧视性内容,b) 信仰歧视内容,牧师邪恶
20493,A.2 包含歧视性内容,b) 信仰歧视内容,基督教徒迷信
20494,A.2 包含歧视性内容,b) 信仰歧视内容,基督徒愚民
20495,A.2 包含歧视性内容,b) 信仰歧视内容,天主教低智
20496,A.2 包含歧视性内容,b) 信仰歧视内容,天主教盲从
20497,A.2 包含歧视性内容,b) 信仰歧视内容,天主教垃圾
20498,A.2 包含歧视性内容,b) 信仰歧视内容,天主教废物
20499,A.2 包含歧视性内容,b) 信仰歧视内容,天主教信徒愚民
20500,A.2 包含歧视性内容,b) 信仰歧视内容,天主教信徒愚蠢
20501,A.2 包含歧视性内容,b) 信仰歧视内容,天主教低能
20502,A.2 包含歧视性内容,b) 信仰歧视内容,天主教骗局
20503,A.2 包含歧视性内容,b) 信仰歧视内容,天主教愚昧
20504,A.2 包含歧视性内容,b) 信仰歧视内容,天主教愚民
20505,A.2 包含歧视性内容,b) 信仰歧视内容,天主教邪教
20506,A.2 包含歧视性内容,b) 信仰歧视内容,天主教徒无知
20507,A.2 包含歧视性内容,b) 信仰歧视内容,天主教徒盲信
20508,A.2 包含歧视性内容,b) 信仰歧视内容,天主教邪恶
20509,A.2 包含歧视性内容,b) 信仰歧视内容,伊教垃圾
20510,A.2 包含歧视性内容,b) 信仰歧视内容,穆斯林邪教
20511,A.2 包含歧视性内容,b) 信仰歧视内容,穆斯林愚昧
20512,A.2 包含歧视性内容,b) 信仰歧视内容,穆斯林狗
20513,A.2 包含歧视性内容,b) 信仰歧视内容,伊教蛆虫
20514,A.2 包含歧视性内容,b) 信仰歧视内容,穆斯林猪
20515,A.2 包含歧视性内容,b) 信仰歧视内容,伊斯兰暴徒
20516,A.2 包含歧视性内容,b) 信仰歧视内容,穆斯林野蛮
20517,A.2 包含歧视性内容,b) 信仰歧视内容,穆斯林恐怖
20518,A.2 包含歧视性内容,b) 信仰歧视内容,伊斯兰贱种
20519,A.2 包含歧视性内容,b) 信仰歧视内容,伊教徒蠢货
20520,A.2 包含歧视性内容,b) 信仰歧视内容,穆斯林废物
20521,A.2 包含歧视性内容,b) 信仰歧视内容,伊教残忍
20522,A.2 包含歧视性内容,b) 信仰歧视内容,穆斯林下等人
20523,A.2 包含歧视性内容,b) 信仰歧视内容,伊教徒垃圾
20524,A.2 包含歧视性内容,b) 信仰歧视内容,穆斯林低等
20525,A.2 包含歧视性内容,b) 信仰歧视内容,伊教徒劣等
20526,A.2 包含歧视性内容,b) 信仰歧视内容,穆斯林奴隶
20527,A.2 包含歧视性内容,b) 信仰歧视内容,伊教暴民
20528,A.2 包含歧视性内容,b) 信仰歧视内容,穆斯林杂种
20529,A.2 包含歧视性内容,b) 信仰歧视内容,道教狗
20530,A.2 包含歧视性内容,b) 信仰歧视内容,道士蛆虫
20531,A.2 包含歧视性内容,b) 信仰歧视内容,道教猪
20532,A.2 包含歧视性内容,b) 信仰歧视内容,道教蠢货
20533,A.2 包含歧视性内容,b) 信仰歧视内容,道士废物
20534,A.2 包含歧视性内容,b) 信仰歧视内容,道教垃圾
20535,A.2 包含歧视性内容,b) 信仰歧视内容,道教愚昧
20536,A.2 包含歧视性内容,b) 信仰歧视内容,道士贱种
20537,A.2 包含歧视性内容,b) 信仰歧视内容,道教邪教
20538,A.2 包含歧视性内容,b) 信仰歧视内容,道士下等人
20539,A.2 包含歧视性内容,b) 信仰歧视内容,道教徒劣等
20540,A.2 包含歧视性内容,b) 信仰歧视内容,道士杂种
20541,A.2 包含歧视性内容,b) 信仰歧视内容,道教迷信
20542,A.2 包含歧视性内容,b) 信仰歧视内容,道士蠢货
20543,A.2 包含歧视性内容,b) 信仰歧视内容,道教徒垃圾
20544,A.2 包含歧视性内容,b) 信仰歧视内容,道教奴隶
20545,A.2 包含歧视性内容,b) 信仰歧视内容,道士野蛮
20546,A.2 包含歧视性内容,b) 信仰歧视内容,道教徒废物
20547,A.2 包含歧视性内容,b) 信仰歧视内容,道士邪恶
20548,A.2 包含歧视性内容,b) 信仰歧视内容,道教徒暴民
20549,A.2 包含歧视性内容,b) 信仰歧视内容,和尚残暴
20550,A.2 包含歧视性内容,b) 信仰歧视内容,佛教徒劣等
20551,A.2 包含歧视性内容,b) 信仰歧视内容,和尚暴徒
20552,A.2 包含歧视性内容,b) 信仰歧视内容,佛教徒贱民
20553,A.2 包含歧视性内容,b) 信仰歧视内容,佛教蛆虫
20554,A.2 包含歧视性内容,e) 性别歧视内容,母猪
20555,A.2 包含歧视性内容,e) 性别歧视内容,女权婊
20556,A.2 包含歧视性内容,e) 性别歧视内容,绿茶婊
20557,A.2 包含歧视性内容,e) 性别歧视内容,贱女人
20558,A.2 包含歧视性内容,e) 性别歧视内容,母狗
20559,A.2 包含歧视性内容,e) 性别歧视内容,黄脸婆
20560,A.2 包含歧视性内容,e) 性别歧视内容,臭三八
20561,A.2 包含歧视性内容,e) 性别歧视内容,泼妇
20562,A.2 包含歧视性内容,e) 性别歧视内容,傻女人
20563,A.2 包含歧视性内容,e) 性别歧视内容,女表子
20564,A.2 包含歧视性内容,e) 性别歧视内容,母猩猩
20565,A.2 包含歧视性内容,e) 性别歧视内容,女人全傻逼
20566,A.2 包含歧视性内容,e) 性别歧视内容,女人就是蠢
20567,A.2 包含歧视性内容,e) 性别歧视内容,贱母狗
20568,A.2 包含歧视性内容,e) 性别歧视内容,臭女人
20569,A.2 包含歧视性内容,e) 性别歧视内容,女人天生愚蠢
20570,A.2 包含歧视性内容,e) 性别歧视内容,没脑子的女人
20571,A.2 包含歧视性内容,e) 性别歧视内容,废物男人
20572,A.2 包含歧视性内容,e) 性别歧视内容,臭直男
20573,A.2 包含歧视性内容,e) 性别歧视内容,臭男人
20574,A.2 包含歧视性内容,e) 性别歧视内容,男人是垃圾
20575,A.2 包含歧视性内容,e) 性别歧视内容,没用的男人
20576,A.2 包含歧视性内容,e) 性别歧视内容,男人只会家暴
20577,A.2 包含歧视性内容,e) 性别歧视内容,臭屌丝
20578,A.2 包含歧视性内容,e) 性别歧视内容,直男癌
20579,A.2 包含歧视性内容,e) 性别歧视内容,娘炮
20580,A.2 包含歧视性内容,e) 性别歧视内容,窝里横
20581,A.2 包含歧视性内容,e) 性别歧视内容,软蛋
20582,A.2 包含歧视性内容,e) 性别歧视内容,阳痿男
20583,A.2 包含歧视性内容,e) 性别歧视内容,死精男
20584,A.2 包含歧视性内容,e) 性别歧视内容,矮矬穷
20585,A.2 包含歧视性内容,e) 性别歧视内容,钢铁直男
20586,A.2 包含歧视性内容,e) 性别歧视内容,臭直男癌
20587,A.2 包含歧视性内容,e) 性别歧视内容,臭屁男
20588,A.2 包含歧视性内容,e) 性别歧视内容,男人没用
20589,A.2 包含歧视性内容,e) 性别歧视内容,屌丝男
20590,A.2 包含歧视性内容,e) 性别歧视内容,二手货
20591,A.2 包含歧视性内容,e) 性别歧视内容,脑残女
20592,A.2 包含歧视性内容,e) 性别歧视内容,女人就该在家
20593,A.2 包含歧视性内容,e) 性别歧视内容,逼大无脑的女人
20594,A.2 包含歧视性内容,e) 性别歧视内容,男人的附属品
20595,A.2 包含歧视性内容,e) 性别歧视内容,无脑废物女
20596,A.2 包含歧视性内容,e) 性别歧视内容,性工具女人
20597,A.2 包含歧视性内容,e) 性别歧视内容,女人全是狗币
20598,A.2 包含歧视性内容,e) 性别歧视内容,女人全是做作
20599,A.2 包含歧视性内容,e) 性别歧视内容,女的都是傻
20600,A.2 包含歧视性内容,e) 性别歧视内容,女人是祸水
20601,A.2 包含歧视性内容,e) 性别歧视内容,没用的女人
20602,A.2 包含歧视性内容,e) 性别歧视内容,女人只是生殖器
20603,A.2 包含歧视性内容,e) 性别歧视内容,女人只会撒娇
20604,A.2 包含歧视性内容,e) 性别歧视内容,女人就是弱
20605,A.2 包含歧视性内容,e) 性别歧视内容,不听话的女人
20606,A.2 包含歧视性内容,e) 性别歧视内容,女人没头脑
20607,A.2 包含歧视性内容,e) 性别歧视内容,女人脾气差
20608,A.2 包含歧视性内容,e) 性别歧视内容,女人就是贱
20609,A.2 包含歧视性内容,e) 性别歧视内容,女人就该被打
20610,A.2 包含歧视性内容,e) 性别歧视内容,女人不懂事
20611,A.2 包含歧视性内容,e) 性别歧视内容,女人没价值
20612,A.2 包含歧视性内容,e) 性别歧视内容,女人天生下等
20613,A.2 包含歧视性内容,e) 性别歧视内容,臭女表子
20614,A.2 包含歧视性内容,e) 性别歧视内容,没用的臭男人
20615,A.2 包含歧视性内容,e) 性别歧视内容,懦夫
20616,A.2 包含歧视性内容,e) 性别歧视内容,窝囊废
20617,A.2 包含歧视性内容,e) 性别歧视内容,死渣男
20618,A.2 包含歧视性内容,e) 性别歧视内容,软饭男
20619,A.2 包含歧视性内容,e) 性别歧视内容,精尽人亡
20620,A.2 包含歧视性内容,e) 性别歧视内容,男人都是渣
20621,A.2 包含歧视性内容,e) 性别歧视内容,男人是窝囊废
20622,A.2 包含歧视性内容,e) 性别歧视内容,没志气的男人
20623,A.2 包含歧视性内容,e) 性别歧视内容,没出息的男人
20624,A.2 包含歧视性内容,e) 性别歧视内容,男人就是花心
20625,A.2 包含歧视性内容,e) 性别歧视内容,男人就是懒
20626,A.2 包含歧视性内容,e) 性别歧视内容,男人只会吹牛
20627,A.2 包含歧视性内容,e) 性别歧视内容,没责任感的男人
20628,A.2 包含歧视性内容,e) 性别歧视内容,负心汉
20629,A.2 包含歧视性内容,e) 性别歧视内容,男人没担当
20630,A.2 包含歧视性内容,e) 性别歧视内容,男人就是烂
20631,A.2 包含歧视性内容,e) 性别歧视内容,只会家暴的男人
20632,A.2 包含歧视性内容,e) 性别歧视内容,吃软饭的男人
20633,A.2 包含歧视性内容,e) 性别歧视内容,男人就是吃软饭
20634,A.2 包含歧视性内容,e) 性别歧视内容,懒汉
20635,A.2 包含歧视性内容,e) 性别歧视内容,男人没本事
20636,A.2 包含歧视性内容,e) 性别歧视内容,男人只会躲
20637,A.2 包含歧视性内容,e) 性别歧视内容,男人就是无赖
20638,A.2 包含歧视性内容,e) 性别歧视内容,臭男人没胆
20639,A.2 包含歧视性内容,e) 性别歧视内容,男人只会撒谎
20640,A.2 包含歧视性内容,e) 性别歧视内容,没情商的男人
20641,A.2 包含歧视性内容,e) 性别歧视内容,只会花心的男人
20642,A.2 包含歧视性内容,e) 性别歧视内容,男人不值钱
20643,A.2 包含歧视性内容,e) 性别歧视内容,男人只会逃避
20644,A.2 包含歧视性内容,e) 性别歧视内容,男人就是小人
20645,A.2 包含歧视性内容,e) 性别歧视内容,臭男人没担当
20646,A.2 包含歧视性内容,e) 性别歧视内容,男人就是负心汉
20647,A.2 包含歧视性内容,e) 性别歧视内容,男人就是窝囊废
20648,A.2 包含歧视性内容,e) 性别歧视内容,不负责任的男人
20649,A.2 包含歧视性内容,e) 性别歧视内容,臭男人没本事
20650,A.2 包含歧视性内容,e) 性别歧视内容,男人只会搞外遇
20651,A.2 包含歧视性内容,e) 性别歧视内容,男孩子都是傻逼
20652,A.2 包含歧视性内容,e) 性别歧视内容,死要面子
20653,A.2 包含歧视性内容,e) 性别歧视内容,男人不如狗
20654,A.2 包含歧视性内容,e) 性别歧视内容,男孩子都是废狗
20655,A.2 包含歧视性内容,e) 性别歧视内容,男人只会耍赖
20656,A.2 包含歧视性内容,e) 性别歧视内容,男人没用心
20657,A.2 包含歧视性内容,e) 性别歧视内容,男人就是懦夫
20658,A.2 包含歧视性内容,e) 性别歧视内容,男孩早点死
20659,A.2 包含歧视性内容,e) 性别歧视内容,男人就是废物
20660,A.2 包含歧视性内容,e) 性别歧视内容,男人只会花钱
20661,A.2 包含歧视性内容,e) 性别歧视内容,不上进的男人
20662,A.2 包含歧视性内容,e) 性别歧视内容,女人养的男人
20663,A.2 包含歧视性内容,e) 性别歧视内容,男人没能力
20664,A.2 包含歧视性内容,e) 性别歧视内容,男人就会装
20665,A.2 包含歧视性内容,e) 性别歧视内容,自私的男人
20666,A.2 包含歧视性内容,e) 性别歧视内容,废物男
20667,A.2 包含歧视性内容,e) 性别歧视内容,男人就是小心眼
20668,A.2 包含歧视性内容,e) 性别歧视内容,光说不做的男人
20669,A.2 包含歧视性内容,e) 性别歧视内容,男人就是无能
20670,A.2 包含歧视性内容,e) 性别歧视内容,男人都是骗子
20671,A.2 包含歧视性内容,e) 性别歧视内容,男人不可靠
20672,A.2 包含歧视性内容,e) 性别歧视内容,男人只会打女人
20673,A.2 包含歧视性内容,e) 性别歧视内容,没脊梁的男人
20674,A.2 包含歧视性内容,e) 性别歧视内容,不可靠的男人
20675,A.2 包含歧视性内容,e) 性别歧视内容,男人就是懒骨头
20676,A.2 包含歧视性内容,e) 性别歧视内容,没胆量的男人
20677,A.2 包含歧视性内容,e) 性别歧视内容,男人只会犯贱
20678,A.2 包含歧视性内容,e) 性别歧视内容,男人就是贱骨头
20679,A.2 包含歧视性内容,e) 性别歧视内容,男人只会跑
20680,A.2 包含歧视性内容,e) 性别歧视内容,没出息的臭男人
20681,A.2 包含歧视性内容,e) 性别歧视内容,男人没主见
20682,A.2 包含歧视性内容,e) 性别歧视内容,光会说的男人
20683,A.2 包含歧视性内容,e) 性别歧视内容,男人没胆量
20684,A.2 包含歧视性内容,e) 性别歧视内容,男人就是胆小鬼
20685,A.2 包含歧视性内容,e) 性别歧视内容,男人就是白痴
20686,A.2 包含歧视性内容,e) 性别歧视内容,男人只会拖后腿
20687,A.2 包含歧视性内容,e) 性别歧视内容,没骨气的男人
20688,A.2 包含歧视性内容,e) 性别歧视内容,男的就是废物
20689,A.2 包含歧视性内容,e) 性别歧视内容,不上进的臭男人
20690,A.2 包含歧视性内容,e) 性别歧视内容,男人只会拖延
20691,A.2 包含歧视性内容,e) 性别歧视内容,男人就是嘴硬
20692,A.2 包含歧视性内容,e) 性别歧视内容,男人只会发脾气
20693,A.2 包含歧视性内容,e) 性别歧视内容,光会耍嘴皮子
20694,A.2 包含歧视性内容,e) 性别歧视内容,没担当的男人
20695,A.2 包含歧视性内容,e) 性别歧视内容,没能力的男人
20696,A.2 包含歧视性内容,e) 性别歧视内容,男人就是二百五
20697,A.2 包含歧视性内容,e) 性别歧视内容,没用的死男人
20698,A.2 包含歧视性内容,e) 性别歧视内容,只会撒泼的男人
20699,A.2 包含歧视性内容,e) 性别歧视内容,男人没底气
20700,A.2 包含歧视性内容,f) 年龄歧视内容,老不死
20701,A.2 包含歧视性内容,f) 年龄歧视内容,老东西
20702,A.2 包含歧视性内容,f) 年龄歧视内容,老头子
20703,A.2 包含歧视性内容,f) 年龄歧视内容,老太婆
20704,A.2 包含歧视性内容,f) 年龄歧视内容,老年废物
20705,A.2 包含歧视性内容,f) 年龄歧视内容,死老头
20706,A.2 包含歧视性内容,f) 年龄歧视内容,死老太
